Entity,Code,Year,Palm fruit oil | 00000254 || Area harvested | 005312 || hectares
Western Africa (FAO),,1962,2946000
Western Africa (FAO),,1963,3040500
Western Africa (FAO),,1964,3066500
Western Africa (FAO),,1965,3171400
Western Africa (FAO),,1966,3072000
Western Africa (FAO),,1967,2573900
Western Africa (FAO),,1968,2582000
Western Africa (FAO),,1969,2681000
Western Africa (FAO),,1970,2639400
Western Africa (FAO),,1971,2649900
Western Africa (FAO),,1972,2499110
Western Africa (FAO),,1973,2518455
Western Africa (FAO),,1974,2703902
Western Africa (FAO),,1975,2653287
Western Africa (FAO),,1976,2654793
Western Africa (FAO),,1977,2703857
Western Africa (FAO),,1978,2565162
Western Africa (FAO),,1979,2886323
Western Africa (FAO),,1980,2870534
Western Africa (FAO),,1981,2570151
Western Africa (FAO),,1982,2574426
Western Africa (FAO),,1983,2464152
Western Africa (FAO),,1984,2745101
Western Africa (FAO),,1985,2712938
Western Africa (FAO),,1986,2738033
Western Africa (FAO),,1987,2814872
Western Africa (FAO),,1988,2790885
Western Africa (FAO),,1989,2824123
Western Africa (FAO),,1990,2885202
Western Africa (FAO),,1991,3057900
Western Africa (FAO),,1992,3190065
Western Africa (FAO),,1993,3349743
Western Africa (FAO),,1994,3405306
Western Africa (FAO),,1995,3604341
Western Africa (FAO),,1996,3637400
Western Africa (FAO),,1997,3646337
Western Africa (FAO),,1998,3665805
Western Africa (FAO),,1999,3725969
Western Africa (FAO),,2000,3809249
Western Africa (FAO),,2001,3932597
Western Africa (FAO),,2002,3947624
Western Africa (FAO),,2003,4129512
Western Africa (FAO),,2004,4264702
Western Africa (FAO),,2005,4300123
Western Africa (FAO),,2006,4055036
Western Africa (FAO),,2007,4084053
Western Africa (FAO),,2008,4189491
Western Africa (FAO),,2009,4239311
Western Africa (FAO),,2010,4265700
Western Africa (FAO),,2011,4263532
Western Africa (FAO),,2012,4358532
Western Africa (FAO),,2013,4059898
Western Africa (FAO),,2014,4208271
Western Africa (FAO),,2015,4330347
Western Africa (FAO),,2016,4456238
Western Africa (FAO),,2017,4751519
Western Africa (FAO),,2018,4945813
Western Africa (FAO),,2019,5033573
Western Africa (FAO),,2020,5142784
Western Africa (FAO),,2021,6150107
Western Africa (FAO),,2022,6201341
World,OWID_WRL,1961,3621037
World,OWID_WRL,1962,3422412
World,OWID_WRL,1963,3517630
World,OWID_WRL,1964,3540825
World,OWID_WRL,1965,3617385
World,OWID_WRL,1966,3523670
World,OWID_WRL,1967,3081995
World,OWID_WRL,1968,3185274
World,OWID_WRL,1969,3295732
World,OWID_WRL,1970,3263027
World,OWID_WRL,1971,3311979
World,OWID_WRL,1972,3210852
World,OWID_WRL,1973,3263026
World,OWID_WRL,1974,3498230
World,OWID_WRL,1975,3539154
World,OWID_WRL,1976,3593114
World,OWID_WRL,1977,3722319
World,OWID_WRL,1978,3718311
World,OWID_WRL,1979,4155088
World,OWID_WRL,1980,4276828
World,OWID_WRL,1981,4077535
World,OWID_WRL,1982,4190963
World,OWID_WRL,1983,4225265
World,OWID_WRL,1984,4668824
World,OWID_WRL,1985,4898899
World,OWID_WRL,1986,5146653
World,OWID_WRL,1987,5301514
World,OWID_WRL,1988,5577146
World,OWID_WRL,1989,5857284
World,OWID_WRL,1990,6115211
World,OWID_WRL,1991,6804335
World,OWID_WRL,1992,7197393
World,OWID_WRL,1993,7533612
World,OWID_WRL,1994,7858343
World,OWID_WRL,1995,8358624
World,OWID_WRL,1996,8819358
World,OWID_WRL,1997,9236308
World,OWID_WRL,1998,9643402
World,OWID_WRL,1999,10011449
World,OWID_WRL,2000,10395173
World,OWID_WRL,2001,10866108
World,OWID_WRL,2002,11648636
World,OWID_WRL,2003,12246886
World,OWID_WRL,2004,12815947
World,OWID_WRL,2005,13480266
World,OWID_WRL,2006,13880472
World,OWID_WRL,2007,14589641
World,OWID_WRL,2008,15392506
World,OWID_WRL,2009,16183707
World,OWID_WRL,2010,19502240
World,OWID_WRL,2011,20383880
World,OWID_WRL,2012,21257048
World,OWID_WRL,2013,22176676
World,OWID_WRL,2014,21978006
World,OWID_WRL,2015,22738678
World,OWID_WRL,2016,23476448
World,OWID_WRL,2017,27085860
World,OWID_WRL,2018,27808848
World,OWID_WRL,2019,28205336
World,OWID_WRL,2020,28590172
World,OWID_WRL,2021,29615180
World,OWID_WRL,2022,30016500
